,features,feature_sums,VIF
6086,GADLDI_T_G14_GDP_PT_G33_S13_XDC_R_B1GQ_W2|S1_F6,-1.0611,395.7543
186,34____EUR,680096932.19,393.6167
13294,cfc_CG,30.622,392.3662
11047,GROPI_GG_G14_GDP_PT_W2|S13|G1411_S1311B_XDC_R_B1GQ,2.3835,391.6836
3552,GAAFFA_G14_GDP_PT_G62_S1311B_XDC_R_B1GQ_W1|S1_F5,46.2485,391.4828
8209,GEAO_G14_GDP_PT_GF0407_S1311_XDC_R_B1GQ,8.9975,387.5994
2036,FSPE_PT,5940.6809,384.1893
1292,FCDODCHFFA_NUM,22304.432,375.5744
11624,GRTGSG_G14_GDP_PT_W0|S1|G1141_S1311_XDC_R_B1GQ,670.9767,369.462
12345,GX_G14_GDP_PT_G2M|_Z_S1312_XDC_R_B1GQ,286.8891,369.2939
12235,GXCNC_G14_CA_GDP_PT_G32|F2_S1314_XDC_R_B1GQ,6.3949,366.4258
6111,GADLDO_T_G14_GDP_PT_G33_S13112_XDC_R_B1GQ_W2|S1_F8,4.4445,361.454
6545,GADLFO_T_G14_GDP_PT_G33_S1311_XDC_R_B1GQ_W1|S1_F8,-0.5105,358.2971
8664,GEGC_GG_G14_GDP_PT_W2|S13|G26C_S1311B_XDC_R_B1GQ,691.899,357.9539
10535,GGXONLB_GDP,1.4923,356.3205
1738,FISR_FX_PA,39.5333,355.6609
10498,GE_G14_GDP_PT_G2|_Z_S1312_XDC_R_B1GQ,264.5416,352.7743
10506,GE_G14_GDP_PT_W0|S1|G2_S1312_XDC_R_B1GQ,264.5416,352.7743
13341,gs_SNG,9.319,352.6043
9305,GELH_G14_GDP_PT_GF0703_S1311_XDC_R_B1GQ,79.7816,352.0409
12137,GR_G14_GDP_PT_G1|_Z_S1312_XDC_R_B1GQ,277.9859,349.8597
12145,GR_G14_GDP_PT_W0|S1|G1_S1312_XDC_R_B1GQ,277.9859,349.8597
10764,GRGK_IO_G14_GDP_PT_1A|S1|G13K_S1321_XDC_R_B1GQ,21.5733,348.6687
13392,rd_CG,48.0502,348.2864
5172,GADAFO_T_G14_GDP_PT_G32_S1314_XDC_R_B1GQ_W0|S1_F8,6.9169,347.3158
10184,GESPTO_G14_PT_GF10_S1311B_XDC_R_OTE,1368.7814,347.082
3302,GAAFDL_G14_GDP_PT_G62_S13_XDC_R_B1GQ_W2|S1_F4,219.8939,338.3325
13442,vat_CG,71.933,335.7825
8332,GECEW_G14_GDP_PT_W0|S1|G211_S1314_XDC_R_B1GQ,31.1427,334.2669
13410,sd_SG,5.8055,332.602
13176,RTGSG_RM_GDP,836.233,328.0127
10033,GERTO_G14_PT_GF08_S1311_XDC_R_OTE,157.9919,327.7848
9494,GENTO_G14_PT_GF05_S13_XDC_R_OTE,108.9091,317.1465
31,14C___EUR,312339984.4906,316.3437
5238,GADAFSO_T_G14_GDP_PT_G32_S13_XDC_R_B1GQ_W0|S1_F3,41.2551,316.1789
11127,GROPW_G14_GDP_PT_W0|S1|G1413_S1311B_XDC_R_B1GQ,8.5556,314.9009
7155,GADL_T_G14_CA_GDP_PT_G33|F_S1313_XDC_R_B1GQ,8.1847,311.9795
8078,GAL_G14_GDP_PT_G63|F_S13_XDC_R_B1GQ,4354.3415,310.4856
8070,GAL_G14_GDP_PT_G63_S13_XDC_R_B1GQ_W0|S1_F,4354.3415,310.4856
8364,GECE_G14_GDP_PT_G21|_Z_S1314_XDC_R_B1GQ,37.0592,309.5567
8372,GECE_G14_GDP_PT_W0|S1|G21_S1314_XDC_R_B1GQ,37.0592,309.5567
13174,RTGSE_RM_GDP,309.6196,306.132
7270,GALD2_G14_MV_GDP_PT_G63|FD2_S13_XDC_R_B1GQ,2306.3224,303.2951
8239,GEATO_G14_PT_GF04_S13112_XDC_R_OTE,2321.7256,302.9539
5362,GADANFB_T_G14_GDP_PT_G31_S1312_XDC_R_B1GQ_W0|S1_N11KN,10.0889,300.9502
11784,GRTIU_G14_GDP_PT_W0|S1|G1113_S1311_XDC_R_B1GQ,18.8759,299.5047
13175,RTGSGV_RM_GDP,830.2106,296.0847
10999,GROPD_G14_GDP_PT_W0|S1|G1412_S1311B_XDC_R_B1GQ,93.9896,296.069
11608,GRTGSGV_G14_GDP_PT_W0|S1|G11411_S1311_XDC_R_B1GQ,568.9361,293.634
12735,LLF_PE_PC_CP_A_PT,710.4366,289.3824
12736,LLF_PE_PC_PP_PT,710.4366,289.3824
13412,sp_CG,36.8785,287.9415
8316,GECES_G14_GDP_PT_W0|S1|G212_S1314_XDC_R_B1GQ,8.2725,286.8446
3247,GAAFDC_G14_GDP_PT_G62_S13112_XDC_R_B1GQ_W2|S1_F2,45.3817,284.2536
11223,GROS_G14_GDP_PT_W0|S1|G142_S1311B_XDC_R_B1GQ,953.7439,282.1353
8985,GEG_G14_GDP_PT_W0|S1|G26_S1311_XDC_R_B1GQ,494.2307,281.7841
8977,GEG_G14_GDP_PT_G26|_Z_S1311_XDC_R_B1GQ,494.2307,281.7841
6899,GADLLS_T_G14_GDP_PT_G33_S1313_XDC_R_B1GQ_W0|S1_F4,7.1546,277.8472
8213,GEAO_G14_GDP_PT_GF0407_S1321_XDC_R_B1GQ,5.5923,276.12
1294,FCDODCHMMA_NUM,26270.9478,272.2884
6054,GADLDC_T_G14_GDP_PT_G33_S13_XDC_R_B1GQ_W2|S1_F2,1.469,270.6271
12203,GXCBN_G14_GDP_PT_GNOB|_Z_S1314_XDC_R_B1GQ,16.3273,263.59
13380,pos_CG,51.2436,262.9297
8284,GECESA_G14_GDP_PT_W0|S1|G2121_S1314_XDC_R_B1GQ,7.5412,259.4265
7249,GALD1_G14_MV_GDP_PT_G63|F3T4_S1311_XDC_R_B1GQ,2045.2762,257.7269
9077,GEHO_G14_GDP_PT_GF0606_S1321_XDC_R_B1GQ,1.2732,257.4222
11736,GRTGS_G14_GDP_PT_W0|S1|G114_S1311_XDC_R_B1GQ,1043.4193,257.2354
8096,GANW_G14_GDP_PT_G6|F_NN_S1311B_XDC_R_B1GQ,278.1454,256.3669
8312,GECES_G14_GDP_PT_W0|S1|G212_S1311B_XDC_R_B1GQ,82.2835,254.8286
7840,GALF_GG_G14_GDP_PT_G63_W1|S13_S1311B_XDC_R_B1GQ,200.9111,254.608
8280,GECESA_G14_GDP_PT_W0|S1|G2121_S1311B_XDC_R_B1GQ,75.9185,252.6845
10037,GERTO_G14_PT_GF08_S1321_XDC_R_OTE,123.6145,251.3079
13330,exc_CG,73.2555,250.1447
10032,GERTO_G14_PT_GF08_S1311B_XDC_R_OTE,200.3163,248.4446
6657,GADLF_T_GG_G14_GDP_PT_G33_W1|S13_S1311_XDC_R_B1GQ,5.1202,248.1851
10871,GRG_IO_G14_GDP_PT_1A|S1|G13_S1311B_XDC_R_B1GQ,119.0933,246.897
11342,GRO_G14_GDP_PT_W0|S1|G14_S13112_XDC_R_B1GQ,188.9599,246.7002
11991,GRTTO_G14_GDP_PT_W0|S1|G1156_S1311B_XDC_R_B1GQ,42.9099,243.9165
1304,FCDODUA_NUM,3151.9405,243.4909
11948,GRTP_G14_GDP_PT_W0|S1|G113_S1321_XDC_R_B1GQ,21.9754,241.3026
11944,GRTP_G14_GDP_PT_W0|S1|G113_S1311_XDC_R_B1GQ,21.474,237.1084
7254,GALD1_G14_MV_GDP_PT_G63|F3T4_S13_XDC_R_B1GQ,2239.0773,235.3547
5319,GADAF_T_G14_GDP_PT_G32|F_S13112_XDC_R_B1GQ,78.3921,232.8179
5311,GADAF_T_G14_GDP_PT_G32_S13112_XDC_R_B1GQ_W0|S1_F,78.3921,232.8179
4463,GADAFD_T_G14_GDP_PT_G32_S13112_XDC_R_B1GQ_W2|S1_F,149.4518,229.6683
4641,GADAFFC_T_G14_GDP_PT_G32_S1311_XDC_R_B1GQ_W1|S1_F2,3.0971,227.4487
7519,GALD_G14_GDP_PT_G63_S13112_XDC_R_B1GQ_W2|S1_F,56.4027,226.157
7265,GALD2_G14_MV_GDP_PT_G63|FD2_S1311_XDC_R_B1GQ,2130.0826,225.8245
8076,GAL_G14_GDP_PT_G63|F_S1314_XDC_R_B1GQ,106.9498,221.9367
8068,GAL_G14_GDP_PT_G63_S1314_XDC_R_B1GQ_W0|S1_F,106.9498,221.9367
6101,GADLDL_T_G14_GDP_PT_G33_S1321_XDC_R_B1GQ_W2|S1_F4,11.6746,218.7311
6097,GADLDL_T_G14_GDP_PT_G33_S1311_XDC_R_B1GQ_W2|S1_F4,9.6587,218.6055
13300,comp_SG,7.65,218.3192
13435,ugs_SG,6.1491,217.395
11318,GRO_G14_CA_GDP_PT_G14|_Z_S13112_XDC_R_B1GQ,170.512,217.252
2051,FSRR_PT,1986.5846,215.6746
13282,TXG_R_FOB_PC_CP_A_PT,264.4208,212.0817
13283,TXG_R_FOB_PC_PP_PT,264.4208,212.0817
10374,GES_CA_G14_GDP_PT_W0|S1|G2M27A_S13_XDC_R_B1GQ,673.4453,211.6475
4047,GAANN_G14_GDP_PT_G61_S13112_XDC_R_B1GQ_W0|S1_N2N,8.264,208.3703
5600,GADANNL_T_G14_GDP_PT_G31_S1311B_XDC_R_B1GQ_W0|S1_N211N,5.8246,206.7801
3999,GAANNL_G14_GDP_PT_G61_S13112_XDC_R_B1GQ_W0|S1_N211N,8.1758,206.287
7318,GALD4_GR_G14_MV_GDP_PT_G63|FD4_S13_XDC_R_B1GQ,2731.0282,205.0704
8314,GECES_G14_GDP_PT_W0|S1|G212_S1312_XDC_R_B1GQ,10.3313,204.2407
2062,FSSR_BP,21296.5385,203.5762
12251,GXMIG_G14_GDP_PT_G31|NG_S1314_XDC_R_B1GQ,4.6839,201.9551
2061,FSSNO_PT,2083.7504,200.8171
4869,GADAFF_T_G14_GDP_PT_G32_S1321_XDC_R_B1GQ_W1|S1_F,-55.6943,199.7493
3220,GAAFCD_G14_GDP_PT_G62_S1314_XDC_R_B1GQ_W0|S1_F2,112.649,198.8446
4340,GADAFDO_T_G14_GDP_PT_G32_S1314_XDC_R_B1GQ_W2|S1_F8,4.5251,196.3557
7157,GADL_T_G14_CA_GDP_PT_G33|F_S1321_XDC_R_B1GQ,333.7565,192.9092
4870,GADAFF_T_G14_GDP_PT_G32_S13_XDC_R_B1GQ_W1|S1_F,-59.7035,191.8706
10246,GESP_G14_GDP_PT_GF10_S13_XDC_R_B1GQ,822.3217,189.1129
10405,GES_G14_GDP_PT_G27|_Z_S1321_XDC_R_B1GQ,941.429,188.0278
10413,GES_G14_GDP_PT_W0|S1|G27_S1321_XDC_R_B1GQ,941.429,188.0278
3894,GAANFB_G14_GDP_PT_G61_S13_XDC_R_B1GQ_W0|S1_N11KN,2056.1141,187.7239
5860,GADAN_T_G14_GDP_PT_G31_S1314_XDC_R_B1GQ_W0|S1_NN,3.3903,187.3444
5868,GADAN_T_G14_GDP_PT_G31|NN_S1314_XDC_R_B1GQ,3.3903,187.3444
4865,GADAFF_T_G14_GDP_PT_G32_S1311_XDC_R_B1GQ_W1|S1_F,-57.4614,186.8563
3862,GAAF_G14_GDP_PT_G62_S13_XDC_R_B1GQ_W0|S1_F,2642.2527,186.3968
3870,GAAF_G14_GDP_PT_G62|F_S13_XDC_R_B1GQ,2642.2527,186.3968
10373,GES_CA_G14_GDP_PT_W0|S1|G2M27A_S1321_XDC_R_B1GQ,637.5603,185.8612
13371,or_SNG,24.9366,185.8038
13338,gs_CG,74.4366,183.7445
6837,GADLIR_T_G14_GDP_PT_G33_S1321_XDC_R_B1GQ_W0|S1_F6,1.2149,183.6912
5844,GADAN_T_G14_CA_GDP_PT_G31|NG_S1314_XDC_R_B1GQ,3.7233,183.177
10857,GRG_GG_G14_GDP_PT_W2|S13|G13_S1312_XDC_R_B1GQ,91.4816,181.9419
10466,GEXFC_G14_GDP_PT_G2G|_Z_S1312_XDC_R_B1GQ,254.6181,177.1285
7424,GALDO_G14_GDP_PT_G63_S1311B_XDC_R_B1GQ_W2|S1_F8,158.1794,177.0088
1389,FCRODCA_NUM,21230.266,174.9902
13334,gps_CG,88.313,172.6078
2002,FSKRTC_PT,2276.9473,170.7122
3860,GAAF_G14_GDP_PT_G62_S1314_XDC_R_B1GQ_W0|S1_F,568.0981,170.4616
3868,GAAF_G14_GDP_PT_G62|F_S1314_XDC_R_B1GQ,568.0981,170.4616
13318,ea_CG,48.9724,168.5998
7429,GALDO_G14_GDP_PT_G63_S1321_XDC_R_B1GQ_W2|S1_F8,161.1163,167.2789
5474,GADANF_T_G14_GDP_PT_G31_S1312_XDC_R_B1GQ_W0|S1_N11N,16.4057,166.4922
8330,GECEW_G14_GDP_PT_W0|S1|G211_S1312_XDC_R_B1GQ,87.2302,166.315
1315,FCIOFIA_NUM,468.0224,165.9675
9013,GEG_GG_G14_GDP_PT_W2|S13|G26_S1321_XDC_R_B1GQ,376.4262,164.5143
12773,NGDP_RPCH,89.4058,163.6683
10534,GGXONLB_G01_GDP_PT,-152.7273,162.7814
10245,GESP_G14_GDP_PT_GF10_S1321_XDC_R_B1GQ,706.501,162.032
9207,GEI_GG_G14_GDP_PT_W2|S13|G24_S13112_XDC_R_B1GQ,1.4975,160.8822
4528,GADAFD_T_NFC_G14_GDP_PT_G32_W2|S11_S1311B_XDC_R_B1GQ,25.6167,160.7749
6245,GADLD_T_G14_GDP_PT_G33_S1321_XDC_R_B1GQ_W2|S1_F,215.1095,158.268
7759,GALFO_G14_GDP_PT_G63_S13112_XDC_R_B1GQ_W1|S1_F8,0.162,157.2359
8855,GEGPTO_G14_PT_GF01_S13112_XDC_R_OTE,1459.903,156.9596
8824,GEGPO_G14_GDP_PT_GF0106_S1311B_XDC_R_B1GQ,27.476,156.9564
11670,GRTGSS_G14_GDP_PT_W0|S1|G1144_S13112_XDC_R_B1GQ,2.0624,155.5771
11816,GRTO_G14_GDP_PT_W0|S1|G116_S1311_XDC_R_B1GQ,28.4553,155.1957
8095,GANW_G14_GDP_PT_G6|F_NN_S13112_XDC_R_B1GQ,232.3234,152.08
11693,GRTGSUM_G14_GDP_PT_W0|S1|G11451_S13_XDC_R_B1GQ,19.5705,150.6576
10224,GESPX_G14_GDP_PT_GF1007_S1311B_XDC_R_B1GQ,11.123,150.4719
6964,GADLO_T_G14_GDP_PT_G33_S1314_XDC_R_B1GQ_W0|S1_F8,5.1589,150.4435
3414,GAAFD_G14_GDP_PT_G62_S13_XDC_R_B1GQ_W2|S1_F,1141.0568,150.155
10389,GES_G14_CA_GDP_PT_G27|_Z_S1321_XDC_R_B1GQ,684.037,150.1301
9030,GEG_IO_G14_GDP_PT_1A|S1|G26_S13_XDC_R_B1GQ,18.6242,149.3567
7808,GALF_FCXIO_G14_GDP_PT_G63_W10|S12D_S1311B_XDC_R_B1GQ,61.0853,149.0062
8914,GEGS_G14_GDP_PT_G22|_Z_S1312_XDC_R_B1GQ,49.5854,148.9497
8922,GEGS_G14_GDP_PT_W0|S1|G22_S1312_XDC_R_B1GQ,49.5854,148.9497
11421,GRSO_G14_GDP_PT_W0|S1|G122_S13_XDC_R_B1GQ,65.4966,148.7289
13368,or_CG,48.4488,145.5382
6662,GADLF_T_GG_G14_GDP_PT_G33_W1|S13_S13_XDC_R_B1GQ,2.3818,144.6001
7425,GALDO_G14_GDP_PT_G63_S1311_XDC_R_B1GQ_W2|S1_F8,163.0352,144.2716
9489,GENTO_G14_PT_GF05_S1311_XDC_R_OTE,67.1574,143.8073
7153,GADL_T_G14_CA_GDP_PT_G33|F_S1311_XDC_R_B1GQ,247.1307,143.4885
11000,GROPD_G14_GDP_PT_W0|S1|G1412_S1311_XDC_R_B1GQ,70.3743,143.2332
11688,GRTGSUM_G14_GDP_PT_W0|S1|G11451_S1311_XDC_R_B1GQ,14.551,142.76
12315,GXOPB_G14_GDP_PT_GPB|_Z_S1314_XDC_R_B1GQ,23.549,141.9284
11339,GRO_G14_GDP_PT_G14|_Z_S1314_XDC_R_B1GQ,47.6216,141.6243
11347,GRO_G14_GDP_PT_W0|S1|G14_S1314_XDC_R_B1GQ,47.6216,141.6243
12283,GXOB_G14_GDP_PT_GNLB|_Z_S1314_XDC_R_B1GQ,22.468,141.5743
10886,GROF_G14_GDP_PT_W0|S1|G143_S13112_XDC_R_B1GQ,1.2286,140.3095
3249,GAAFDC_G14_GDP_PT_G62_S1311_XDC_R_B1GQ_W2|S1_F2,168.3842,140.3045
11741,GRTGS_G14_GDP_PT_W0|S1|G114_S13_XDC_R_B1GQ,1063.6081,140.1387
10925,GROOPC_G14_GDP_PT_W0|S1|G14513_S13_XDC_R_B1GQ,0.6101,140.0349
8053,GALW_G14_GDP_PT_G6M2|F_S1321_XDC_R_B1GQ,-764.322,139.0573
8208,GEAO_G14_GDP_PT_GF0407_S1311B_XDC_R_B1GQ,13.2667,138.9794
10861,GRG_GG_G14_GDP_PT_W2|S13|G13_S13_XDC_R_B1GQ,55.9487,137.4114
10414,GES_G14_GDP_PT_W0|S1|G27_S13_XDC_R_B1GQ,982.7472,137.3773
10406,GES_G14_GDP_PT_G27|_Z_S13_XDC_R_B1GQ,982.7472,137.3773
9550,GEOMK_G14_GDP_PT_W00|S1W|G2822_S13_XDC_R_B1GQ,77.5308,137.1366
3828,GAAFO_G14_GDP_PT_G62_S1314_XDC_R_B1GQ_W0|S1_F8,91.5351,136.5554
13322,edu_CG,40.1984,135.7509
3864,GAAF_G14_GDP_PT_G62|F_S1311B_XDC_R_B1GQ,1324.1548,135.3149
3856,GAAF_G14_GDP_PT_G62_S1311B_XDC_R_B1GQ_W0|S1_F,1324.1548,135.3149
8004,GALO_G14_GDP_PT_G63_S1314_XDC_R_B1GQ_W0|S1_F8,61.7639,132.8456
1371,FCNODCSP_PT,3770.5835,132.6939
7180,GADL_T_G14_GDP_PT_G33|F_S1314_XDC_R_B1GQ,7.7674,131.1695
7172,GADL_T_G14_GDP_PT_G33_S1314_XDC_R_B1GQ_W0|S1_F,7.7674,131.1695
13400,sb_CG,33.3614,129.608
13314,deficit_CG,-6.7702,129.6044
13396,recreation_CG,34.3541,128.7045
6624,GADLF_T_FCXIO_G14_GDP_PT_G33_W10|S12D_S1311B_XDC_R_B1GQ,5.2764,128.3211
8883,GEGP_G14_GDP_PT_GF01_S1313_XDC_R_B1GQ,92.0541,124.5033
11607,GRTGSGV_G14_GDP_PT_W0|S1|G11411_S1311B_XDC_R_B1GQ,536.4503,123.8121
9025,GEG_IO_G14_GDP_PT_1A|S1|G26_S1311_XDC_R_B1GQ,16.9215,123.7191
7264,GALD2_G14_MV_GDP_PT_G63|FD2_S1311B_XDC_R_B1GQ,597.7026,122.3757
6773,GADLIRP_T_G14_GDP_PT_G33_S1321_XDC_R_B1GQ_W0|S1_F63_65,2.244,121.948
11671,GRTGSS_G14_GDP_PT_W0|S1|G1144_S1311B_XDC_R_B1GQ,59.1545,119.181
7286,GALD3_G14_MV_GDP_PT_G63|FD3_S13_XDC_R_B1GQ,2613.7259,118.445
8282,GECESA_G14_GDP_PT_W0|S1|G2121_S1312_XDC_R_B1GQ,8.1791,117.5994
7169,GADL_T_G14_GDP_PT_G33_S1311_XDC_R_B1GQ_W0|S1_F,365.5772,117.0211
7177,GADL_T_G14_GDP_PT_G33|F_S1311_XDC_R_B1GQ,365.5772,117.0211
11500,GRSS_G14_GDP_PT_W0|S1|G121_S1321_XDC_R_B1GQ,520.5701,116.9158
1012,EENA_EUR_XDC_RATE,60.8143,116.9088
11900,GRTPP_G14_GDP_PT_W0|S1|G1131_S1321_XDC_R_B1GQ,9.5175,115.4891
11531,GRS_G14_GDP_PT_G12|_Z_S1314_XDC_R_B1GQ,524.2946,115.0102
11539,GRS_G14_GDP_PT_W0|S1|G12_S1314_XDC_R_B1GQ,524.2946,115.0102
9029,GEG_IO_G14_GDP_PT_1A|S1|G26_S1321_XDC_R_B1GQ,14.5167,114.7057
5324,GADAF_T_G14_GDP_PT_G32|F_S1314_XDC_R_B1GQ,37.5699,114.398
5316,GADAF_T_G14_GDP_PT_G32_S1314_XDC_R_B1GQ_W0|S1_F,37.5699,114.398
13177,RTGS_RM_GDP,1274.1115,114.1621
11677,GRTGSS_G14_GDP_PT_W0|S1|G1144_S13_XDC_R_B1GQ,55.5506,114.1035
11687,GRTGSUM_G14_GDP_PT_W0|S1|G11451_S1311B_XDC_R_B1GQ,13.5128,113.6163
11068,GROPI_NGG_G14_GDP_PT_W2|S1W|G1411_S1321_XDC_R_B1GQ,14.6101,112.9002
7173,GADL_T_G14_GDP_PT_G33_S1321_XDC_R_B1GQ_W0|S1_F,366.0123,111.4706
7181,GADL_T_G14_GDP_PT_G33|F_S1321_XDC_R_B1GQ,366.0123,111.4706
6241,GADLD_T_G14_GDP_PT_G33_S1311_XDC_R_B1GQ_W2|S1_F,160.0418,111.3637
7983,GALLS_G14_GDP_PT_G63_S13112_XDC_R_B1GQ_W0|S1_F4,8.8793,110.335
11896,GRTPP_G14_GDP_PT_W0|S1|G1131_S1311_XDC_R_B1GQ,9.6343,110.2397
13346,health_CG,32.7712,107.935
9493,GENTO_G14_PT_GF05_S1321_XDC_R_OTE,40.3539,107.5778
11032,GROPI_G14_GDP_PT_W0|S1|G1411_S1311_XDC_R_B1GQ,52.8754,107.2561
11672,GRTGSS_G14_GDP_PT_W0|S1|G1144_S1311_XDC_R_B1GQ,57.287,107.2333
3221,GAAFCD_G14_GDP_PT_G62_S1321_XDC_R_B1GQ_W0|S1_F2,241.714,106.1637
12216,GXCCF_G14_CA_GDP_PT_GNFB|_Z_S1311_XDC_R_B1GQ,164.4959,105.8937
1323,FCLODCSG_GDP_PT,277.3721,105.5194
7313,GALD4_GR_G14_MV_GDP_PT_G63|FD4_S1311_XDC_R_B1GQ,2400.7291,105.2571
12730,LE_IX,11291.372,105.2206
13180,RTI_RM_GDP,1051.1444,105.0592
11030,GROPI_G14_GDP_PT_W0|S1|G1411_S13112_XDC_R_B1GQ,24.5428,104.655
3253,GAAFDC_G14_GDP_PT_G62_S1321_XDC_R_B1GQ_W2|S1_F2,202.7078,103.4677
11209,GROSN_G14_GDP_PT_W0|S1|G1423_S1312_XDC_R_B1GQ,5.8921,103.2199
11565,GRTGSE_G14_GDP_PT_W0|S1|G1142_S13_XDC_R_B1GQ,236.1283,102.5291
1543,FD_FIE_IX,92.77,102.3272
9822,GEPF_G14_GDP_PT_GF0302_S13_XDC_R_B1GQ,9.8855,101.6799
3206,GAAFAE_G14_GDP_PT_G62_S13_XDC_R_B1GQ_W0|S1_F5,1031.3207,101.4282
12139,GR_G14_GDP_PT_G1|_Z_S1314_XDC_R_B1GQ,733.2331,99.9657
12147,GR_G14_GDP_PT_W0|S1|G1_S1314_XDC_R_B1GQ,733.2331,99.9657
3215,GAAFCD_G14_GDP_PT_G62_S13112_XDC_R_B1GQ_W0|S1_F2,49.7537,99.2871
11629,GRTGSG_G14_GDP_PT_W0|S1|G1141_S13_XDC_R_B1GQ,685.6035,97.7204
7407,GALDL_G14_GDP_PT_G63_S13112_XDC_R_B1GQ_W2|S1_F4,7.6222,97.6591
9549,GEOMK_G14_GDP_PT_W00|S1W|G2822_S1321_XDC_R_B1GQ,64.7958,97.1906
10335,GEST_PCO_G14_GDP_PT_W2|S1K1|G25_S13112_XDC_R_B1GQ,4.9332,96.4848
11161,GROSA_G14_GDP_PT_W0|S1|G1422_S1312_XDC_R_B1GQ,7.8337,96.4408
6102,GADLDL_T_G14_GDP_PT_G33_S13_XDC_R_B1GQ_W2|S1_F4,17.5382,96.3693
11560,GRTGSE_G14_GDP_PT_W0|S1|G1142_S1311_XDC_R_B1GQ,240.8156,94.6419
9240,GEI_NRES_G14_GDP_PT_W1|S1|G24_S1311B_XDC_R_B1GQ,79.3885,94.4961
8052,GALW_G14_GDP_PT_G6M2|F_S1314_XDC_R_B1GQ,463.6206,93.8004
6625,GADLF_T_FCXIO_G14_GDP_PT_G33_W10|S12D_S1311_XDC_R_B1GQ,2.4715,93.5715
10697,GRGC_GG_G14_GDP_PT_W2|S13|G13C_S1312_XDC_R_B1GQ,91.9203,93.067
10998,GROPD_G14_GDP_PT_W0|S1|G1412_S13112_XDC_R_B1GQ,12.9159,92.3419
4468,GADAFD_T_G14_GDP_PT_G32_S1314_XDC_R_B1GQ_W2|S1_F,23.1088,92.1963
8864,GEGPT_G14_GDP_PT_GF0108_S1311B_XDC_R_B1GQ,164.9989,92.1205
8879,GEGP_G14_GDP_PT_GF01_S13112_XDC_R_B1GQ,53.1659,92.027
8245,GEATO_G14_PT_GF04_S1321_XDC_R_OTE,1367.3257,91.208
5365,GADANFB_T_G14_GDP_PT_G31_S1321_XDC_R_B1GQ_W0|S1_N11KN,173.7891,90.4758
11564,GRTGSE_G14_GDP_PT_W0|S1|G1142_S1321_XDC_R_B1GQ,245.2599,88.8835
9024,GEG_IO_G14_GDP_PT_1A|S1|G26_S1311B_XDC_R_B1GQ,10.6008,88.6972
7174,GADL_T_G14_GDP_PT_G33_S13_XDC_R_B1GQ_W0|S1_F,328.6781,88.6147
7182,GADL_T_G14_GDP_PT_G33|F_S13_XDC_R_B1GQ,328.6781,88.6147
10536,GGXWDG_GDP,10536.0148,88.4686
8686,GEGC_IO_G14_GDP_PT_1A|S1|G26C_S13_XDC_R_B1GQ,19.9061,88.4201
11484,GRSSU_G14_GDP_PT_W0|S1|G1214_S1321_XDC_R_B1GQ,79.4471,87.9855
11005,GROPD_G14_GDP_PT_W0|S1|G1412_S13_XDC_R_B1GQ,85.4611,87.4225
12234,GXCNC_G14_CA_GDP_PT_G32|F2_S1313_XDC_R_B1GQ,7.2911,86.6812
7248,GALD1_G14_MV_GDP_PT_G63|F3T4_S1311B_XDC_R_B1GQ,570.6785,85.4734
11916,GRTPR_G14_GDP_PT_W0|S1|G1136_S1321_XDC_R_B1GQ,0.7567,85.2152
9534,GEOMC_G14_GDP_PT_W0|S1|G2821_S13_XDC_R_B1GQ,188.9783,85.0405
4470,GADAFD_T_G14_GDP_PT_G32_S13_XDC_R_B1GQ_W2|S1_F,297.0349,84.8668
7984,GALLS_G14_GDP_PT_G63_S1311B_XDC_R_B1GQ_W0|S1_F4,1565.906,84.0835
6630,GADLF_T_FCXIO_G14_GDP_PT_G33_W10|S12D_S13_XDC_R_B1GQ,2.1966,83.8806
13326,ep_CG,29.5632,82.7382
3316,GAAFDO_G14_GDP_PT_G62_S1314_XDC_R_B1GQ_W2|S1_F8,42.9922,82.6843
10046,GER_G14_GDP_PT_GF08_S13_XDC_R_B1GQ,71.1664,82.625
9952,GERC_G14_GDP_PT_GF0802_S1311B_XDC_R_B1GQ,5.458,82.3262
10758,GRGK_IO_G14_GDP_PT_1A|S1|G13K_S13112_XDC_R_B1GQ,3.893,82.253
12218,GXCCF_G14_CA_GDP_PT_GNFB|_Z_S1313_XDC_R_B1GQ,3.9151,81.8866
10696,GRGC_GG_G14_GDP_PT_W2|S13|G13C_S1311_XDC_R_B1GQ,42.5965,81.8304
13448,vfi_SG,11.2205,81.4304
11912,GRTPR_G14_GDP_PT_W0|S1|G1136_S1311_XDC_R_B1GQ,0.731,80.5895
3967,GAANI_G14_GDP_PT_G61_S13112_XDC_R_B1GQ_W0|S1_N12N,3.4443,80.1853
4420,GADAFD_T_CB_G14_GDP_PT_G32_W2|S121_S1314_XDC_R_B1GQ,2.3687,80.0296
13339,gs_LG,4.6847,79.2517
11692,GRTGSUM_G14_GDP_PT_W0|S1|G11451_S1321_XDC_R_B1GQ,15.6495,79.2245
7284,GALD3_G14_MV_GDP_PT_G63|FD3_S1314_XDC_R_B1GQ,70.0311,79.2185
12371,HPHSPA_PA,13051.9356,79.1554
11210,GROSN_G14_GDP_PT_W0|S1|G1423_S1313_XDC_R_B1GQ,12.08,78.9158
11227,GROS_G14_GDP_PT_W0|S1|G142_S1314_XDC_R_B1GQ,5.675,78.4608
