"Dataset Name","Dataset Code","Country Name","Country Code","Indicator Name","Indicator Code","Counterpart Country Name","Counterpart Country Code","Metadata Attribute","Metadata Value","Frequency"
"Coordinated Direct Investment Survey (CDIS)","CDIS","Bouvet Island","871","","","","","Country ISO 3 Code","BVQ",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Bouvet Island","871","","","","","Country Name","Bouvet Island",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Bouvet Island","871","","","","","Country SDMX Code","BV",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Bouvet Island","871","","","","","Country SDMX Name","Bouvet Island",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Bouvet Island","871","","","","","Country Short Name","",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Brazil","223","","","","","Country Code","223",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Brazil","223","","","","","Country Full Name","Brazil",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Brazil","223","","","","","Country ISO 2 Code","BR",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Brazil","223","","","","","Country ISO 3 Code","BRA",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Brazil","223","","","","","Country Name","Brazil",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Brazil","223","","","","","Country SDMX Code","BR",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Brazil","223","","","","","Country SDMX Name","Brazil",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Brazil","223","","","","","Country Short Name","Brazil",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","British Indian Ocean Territory","585","","","","","Country Code","585",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","British Indian Ocean Territory","585","","","","","Country Full Name","British Indian Ocean Territory",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","British Indian Ocean Territory","585","","","","","Country ISO 2 Code","IO",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","British Indian Ocean Territory","585","","","","","Country ISO 3 Code","IOQ",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","British Indian Ocean Territory","585","","","","","Country Name","British Indian Ocean Territory",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","British Indian Ocean Territory","585","","","","","Country SDMX Code","IO",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","British Indian Ocean Territory","585","","","","","Country SDMX Name","British Indian Ocean territory",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","British Indian Ocean Territory","585","","","","","Country Short Name","",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","British Virgin Islands","371","","","","","Country Code","371",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","British Virgin Islands","371","","","","","Country Full Name","British Virgin Islands",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","British Virgin Islands","371","","","","","Country ISO 2 Code","VG",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","British Virgin Islands","371","","","","","Country ISO 3 Code","VGB",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","British Virgin Islands","371","","","","","Country Name","British Virgin Islands",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","British Virgin Islands","371","","","","","Country SDMX Code","VG",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","British Virgin Islands","371","","","","","Country SDMX Name","Virgin Islands, British",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","British Virgin Islands","371","","","","","Country Short Name","British Virgin Islands",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Brunei Darussalam","516","","","","","Country Code","516",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Brunei Darussalam","516","","","","","Country Full Name","Brunei Darussalam",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Brunei Darussalam","516","","","","","Country ISO 2 Code","BN",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Brunei Darussalam","516","","","","","Country ISO 3 Code","BRN",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Brunei Darussalam","516","","","","","Country Name","Brunei Darussalam",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Brunei Darussalam","516","","","","","Country SDMX Code","BN",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Brunei Darussalam","516","","","","","Country SDMX Name","Brunei Darussalam",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Brunei Darussalam","516","","","","","Country Short Name","Brunei Darussalam",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Bulgaria","918","","","","","Country Code","918",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Bulgaria","918","","","","","Country Full Name","Bulgaria",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Bulgaria","918","","","","","Country ISO 2 Code","BG",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Bulgaria","918","","","","","Country ISO 3 Code","BGR",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Bulgaria","918","","","","","Country Name","Bulgaria",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Bulgaria","918","","","","","Country SDMX Code","BG",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Bulgaria","918","","","","","Country SDMX Name","Bulgaria",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Bulgaria","918","","","","","Country Short Name","Bulgaria",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Burkina Faso","748","","","","","Country Code","748",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Burkina Faso","748","","","","","Country Full Name","Burkina Faso",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Burkina Faso","748","","","","","Country ISO 2 Code","BF",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Burkina Faso","748","","","","","Country ISO 3 Code","BFA",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Burkina Faso","748","","","","","Country Name","Burkina Faso",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Burkina Faso","748","","","","","Country SDMX Code","BF",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Burkina Faso","748","","","","","Country SDMX Name","Burkina Faso",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Burkina Faso","748","","","","","Country Short Name","Burkina Faso",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Burundi","618","","","","","Country Code","618",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Burundi","618","","","","","Country Full Name","Burundi",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Burundi","618","","","","","Country ISO 2 Code","BI",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Burundi","618","","","","","Country ISO 3 Code","BDI",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Burundi","618","","","","","Country Name","Burundi",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Burundi","618","","","","","Country SDMX Code","BI",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Burundi","618","","","","","Country SDMX Name","Burundi",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Burundi","618","","","","","Country Short Name","Burundi",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Cabo Verde","624","","","","","Country Code","624",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Cabo Verde","624","","","","","Country Full Name","Cabo Verde",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Cabo Verde","624","","","","","Country ISO 2 Code","CV",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Cabo Verde","624","","","","","Country ISO 3 Code","CPV",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Cabo Verde","624","","","","","Country Name","Cabo Verde",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Cabo Verde","624","","","","","Country SDMX Code","CV",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Cabo Verde","624","","","","","Country SDMX Name","Cabo Verde",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Cabo Verde","624","","","","","Country Short Name","Cabo Verde",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Cambodia","522","","","","","Country Code","522",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Cambodia","522","","","","","Country Full Name","Cambodia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Cambodia","522","","","","","Country ISO 2 Code","KH",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Cambodia","522","","","","","Country ISO 3 Code","KHM",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Cambodia","522","","","","","Country Name","Cambodia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Cambodia","522","","","","","Country SDMX Code","KH",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Cambodia","522","","","","","Country SDMX Name","Cambodia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Cambodia","522","","","","","Country Short Name","Cambodia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Cameroon","622","","","","","Country Code","622",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Cameroon","622","","","","","Country Full Name","Cameroon",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Cameroon","622","","","","","Country ISO 2 Code","CM",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Cameroon","622","","","","","Country ISO 3 Code","CMR",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Cameroon","622","","","","","Country Name","Cameroon",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Cameroon","622","","","","","Country SDMX Code","CM",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Cameroon","622","","","","","Country SDMX Name","Cameroon",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Cameroon","622","","","","","Country Short Name","Cameroon",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Canada","156","","","","","Country Code","156",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Canada","156","","","","","Country Full Name","Canada",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Canada","156","","","","","Country ISO 2 Code","CA",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Canada","156","","","","","Country ISO 3 Code","CAN",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Canada","156","","","","","Country Name","Canada",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Canada","156","","","","","Country SDMX Code","CA",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Canada","156","","","","","Country SDMX Name","Canada",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Canada","156","","","","","Country Short Name","Canada",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Cayman Islands","377","","","","","Country Code","377",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Cayman Islands","377","","","","","Country Full Name","Cayman Islands",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Cayman Islands","377","","","","","Country ISO 2 Code","KY",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Cayman Islands","377","","","","","Country ISO 3 Code","CYM",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Cayman Islands","377","","","","","Country Name","Cayman Islands",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Cayman Islands","377","","","","","Country SDMX Code","KY",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Cayman Islands","377","","","","","Country SDMX Name","Cayman Islands",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Cayman Islands","377","","","","","Country Short Name","Cayman Islands",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Central African Rep.","626","","","","","Country Code","626",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Central African Rep.","626","","","","","Country Full Name","Central African Republic",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Central African Rep.","626","","","","","Country ISO 2 Code","CF",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Central African Rep.","626","","","","","Country ISO 3 Code","CAF",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Central African Rep.","626","","","","","Country Name","Central African Rep.",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Central African Rep.","626","","","","","Country SDMX Code","CF",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Central African Rep.","626","","","","","Country SDMX Name","Central African Republic",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Central African Rep.","626","","","","","Country Short Name","Central African Republic",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Chad","628","","","","","Country Code","628",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Chad","628","","","","","Country Full Name","Chad",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Chad","628","","","","","Country ISO 2 Code","TD",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Chad","628","","","","","Country ISO 3 Code","TCD",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Chad","628","","","","","Country Name","Chad",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Chad","628","","","","","Country SDMX Code","TD",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Chad","628","","","","","Country SDMX Name","Chad",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Chad","628","","","","","Country Short Name","Chad",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Chile","228","","","","","Country Code","228",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Chile","228","","","","","Country Full Name","Chile",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Chile","228","","","","","Country ISO 2 Code","CL",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Chile","228","","","","","Country ISO 3 Code","CHL",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Chile","228","","","","","Country Name","Chile",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Chile","228","","","","","Country SDMX Code","CL",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Chile","228","","","","","Country SDMX Name","Chile",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Chile","228","","","","","Country Short Name","Chile",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","China, P.R.: Hong Kong","532","","","","","Country Code","532",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","China, P.R.: Hong Kong","532","","","","","Country Full Name","China, P.R.: Hong Kong",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","China, P.R.: Hong Kong","532","","","","","Country ISO 2 Code","HK",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","China, P.R.: Hong Kong","532","","","","","Country ISO 3 Code","HKG",""
